teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-01163,SCH-089,Musa Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,30,full_time_senior_staff,,2
TCH-01164,SCH-089,Chinedu Abubakar,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-01165,SCH-089,Aisha Mohammed,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-01166,SCH-089,Blessing Okafor,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01167,SCH-089,Fatima Nwosu,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01168,SCH-089,Ifeoma Nwosu,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01169,SCH-090,Obinna Balogun,hustling_subject_specialist,10100,08:00-11:00,3,Physics|Economics,senior_only,high,12,part_time_multi_school,,
TCH-01170,SCH-090,Chiamaka Adebayo,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01171,SCH-090,Ifeoma Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Biology,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01172,SCH-090,Adaeze Garba,hustling_subject_specialist,11010,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,8,part_time_multi_school,,
TCH-01173,SCH-090,Aisha Suleiman,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01174,SCH-090,Ngozi Okafor,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01175,SCH-090,Oluwaseun Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Chemistry,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-01176,SCH-090,Oluwaseun Balogun,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01177,SCH-090,Bashir Okafor,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01178,SCH-090,Amaka Garba,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01179,SCH-090,Yusuf Suleiman,hustling_subject_specialist,11000,08:00-11:00,2,Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01180,SCH-091,Emeka Adeyemi,hustling_subject_specialist,01110,08:00-11:00,2,Economics|Physics,senior_only,high,6,part_time_multi_school,,
TCH-01181,SCH-091,Bashir Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-01182,SCH-091,Musa Balogun,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01183,SCH-091,Fatima Eze,nysc_corper,01111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01184,SCH-091,Yusuf Nwosu,hustling_subject_specialist,10100,08:00-11:00,3,Physics,senior_only,high,4,part_time_multi_school,,
TCH-01185,SCH-091,Hauwa Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01186,SCH-091,Chinedu Okoro,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-01187,SCH-091,Tunde Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01188,SCH-091,Amaka Eze,hustling_subject_specialist,11100,08:00-11:00,2,Economics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-01189,SCH-091,Yusuf Abubakar,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01190,SCH-091,Ifeoma Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01191,SCH-092,Amaka Okoro,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,6,full_time_underpaid,,
TCH-01192,SCH-092,Amaka Okoro,hustling_subject_specialist,11100,08:00-11:00,3,Economics,senior_only,high,9,part_time_multi_school,,
TCH-01193,SCH-092,Aisha Balogun,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,3,full_time_underpaid,,
TCH-01194,SCH-092,Chiamaka Nwosu,overworked_generalist,11111,scattered,3,CRS|PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01195,SCH-092,Fatima Okoro,hustling_subject_specialist,00110,08:00-11:00,2,Physics,senior_only,high,12,part_time_multi_school,,
TCH-01196,SCH-092,Chinedu Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Physics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-01197,SCH-092,Fatima Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-01198,SCH-092,Hauwa Chukwu,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01199,SCH-092,Yusuf Balogun,hustling_subject_specialist,01110,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01200,SCH-092,Oluwaseun Eze,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01201,SCH-092,Aisha Adeyemi,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01202,SCH-092,Tunde Adebayo,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01203,SCH-093,Obinna Nwosu,hustling_subject_specialist,01100,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,6,part_time_multi_school,,
TCH-01204,SCH-093,Adaeze Adebayo,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01205,SCH-093,Kunle Okafor,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01206,SCH-093,Chinedu Suleiman,hustling_subject_specialist,10110,08:00-11:00,3,Physics|Economics,senior_only,high,11,part_time_multi_school,,
TCH-01207,SCH-093,Kunle Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-01208,SCH-093,Yusuf Adeyemi,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-01209,SCH-093,Hauwa Chukwu,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01210,SCH-093,Ngozi Okafor,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Chemistry,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-01211,SCH-093,Blessing Adebayo,overworked_generalist,11111,scattered,3,Basic Technology|CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01212,SCH-093,Bashir Garba,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-01213,SCH-093,Tunde Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01214,SCH-093,Oluwaseun Nwosu,hustling_subject_specialist,01010,08:00-11:00,3,Economics|Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-01215,SCH-093,Oluwaseun Okafor,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01216,SCH-094,Aisha Eze,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01217,SCH-094,Obinna Balogun,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01218,SCH-094,Kunle Okafor,hustling_subject_specialist,11010,08:00-11:00,2,Economics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01219,SCH-094,Blessing Balogun,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01220,SCH-094,Yusuf Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Biology,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01221,SCH-094,Fatima Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Chemistry,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-01222,SCH-094,Ngozi Eze,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01223,SCH-094,Yusuf Garba,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-01224,SCH-094,Chinedu Adeyemi,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics|Economics,senior_only,high,8,part_time_multi_school,,
TCH-01225,SCH-094,Oluwaseun Suleiman,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Chemistry,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01226,SCH-094,Ngozi Okoro,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01227,SCH-094,Obinna Chukwu,hustling_subject_specialist,10010,08:00-11:00,2,Economics,senior_only,high,8,part_time_multi_school,,
TCH-01228,SCH-094,Kunle Garba,hustling_subject_specialist,10010,08:00-11:00,3,Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01229,SCH-095,Adaeze Nwosu,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-01230,SCH-095,Kunle Suleiman,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01231,SCH-095,Obinna Okoro,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01232,SCH-095,Yusuf Okoro,overworked_generalist,11111,scattered,5,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01233,SCH-095,Tunde Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Chemistry,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01234,SCH-095,Emeka Abubakar,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,6,full_time_underpaid,,
TCH-01235,SCH-095,Chinedu Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01236,SCH-095,Amaka Okafor,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-01237,SCH-095,Amaka Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Physics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01238,SCH-095,Chinedu Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,1,full_time_underpaid,,
TCH-01239,SCH-095,Ngozi Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01240,SCH-095,Amaka Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-01241,SCH-095,Hauwa Suleiman,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-01242,SCH-095,Ifeoma Eze,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,6,full_time_underpaid,,
TCH-01243,SCH-095,Hauwa Okafor,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01244,SCH-096,Fatima Mohammed,hustling_subject_specialist,11000,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-01245,SCH-096,Chiamaka Nwosu,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-01246,SCH-096,Musa Eze,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-01247,SCH-096,Musa Adeyemi,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01248,SCH-096,Chinedu Adeyemi,hustling_subject_specialist,10110,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01249,SCH-096,Blessing Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01250,SCH-096,Yusuf Mohammed,hustling_subject_specialist,01100,08:00-11:00,3,Further Mathematics,senior_only,high,9,part_time_multi_school,,
TCH-01251,SCH-096,Fatima Suleiman,overworked_generalist,11111,scattered,3,Basic Technology|CRS,any,very_low,5,full_time_underpaid,,
TCH-01252,SCH-096,Obinna Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01253,SCH-096,Chinedu Mohammed,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics,senior_only,high,6,part_time_multi_school,,
TCH-01254,SCH-096,Chiamaka Abubakar,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-01255,SCH-096,Emeka Adebayo,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01256,SCH-097,Aisha Eze,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-01257,SCH-097,Emeka Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-01258,SCH-097,Bashir Abubakar,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-01259,SCH-097,Hauwa Okafor,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01260,SCH-097,Aisha Mohammed,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01261,SCH-097,Aisha Adebayo,overworked_generalist,11111,scattered,5,CRS|Basic Technology|PHE,any,very_low,5,full_time_underpaid,,
TCH-01262,SCH-097,Ifeoma Garba,overworked_generalist,11111,scattered,5,CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01263,SCH-097,Tunde Mohammed,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01264,SCH-097,Adaeze Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Further Mathematics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01265,SCH-097,Yusuf Garba,hustling_subject_specialist,11100,08:00-11:00,3,Economics|Physics,senior_only,high,11,part_time_multi_school,,
TCH-01266,SCH-097,Bashir Garba,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-01267,SCH-097,Ngozi Okafor,hustling_subject_specialist,11010,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01268,SCH-097,Obinna Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01269,SCH-098,Chinedu Balogun,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01270,SCH-098,Musa Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,28,full_time_senior_staff,,2
TCH-01271,SCH-098,Yusuf Mohammed,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-01272,SCH-098,Oluwaseun Chukwu,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,1,full_time_underpaid,,
TCH-01273,SCH-098,Amaka Balogun,hustling_subject_specialist,01100,08:00-11:00,2,Economics,senior_only,high,11,part_time_multi_school,,
TCH-01274,SCH-098,Fatima Abubakar,hustling_subject_specialist,01010,08:00-11:00,2,Physics|Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-01275,SCH-098,Oluwaseun Okafor,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01276,SCH-098,Chiamaka Chukwu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-01277,SCH-098,Emeka Okoro,hustling_subject_specialist,10110,08:00-11:00,2,Economics,senior_only,high,9,part_time_multi_school,,
TCH-01278,SCH-098,Oluwaseun Adeyemi,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01279,SCH-098,Obinna Adebayo,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01280,SCH-098,Ifeoma Suleiman,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01281,SCH-098,Emeka Abubakar,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-01282,SCH-098,Ngozi Eze,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-01283,SCH-098,Obinna Suleiman,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01284,SCH-098,Emeka Eze,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,8,full_time_underpaid,,
TCH-01285,SCH-099,Musa Suleiman,overworked_generalist,11111,scattered,4,CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01286,SCH-099,Blessing Abubakar,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,7,full_time_underpaid,,
TCH-01287,SCH-099,Amaka Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-01288,SCH-099,Amaka Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-01289,SCH-099,Adaeze Garba,hustling_subject_specialist,01100,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,4,part_time_multi_school,,
TCH-01290,SCH-099,Fatima Chukwu,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01291,SCH-099,Blessing Okoro,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,5,full_time_underpaid,,
TCH-01292,SCH-099,Bashir Chukwu,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Chemistry,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-01293,SCH-099,Tunde Abubakar,hustling_subject_specialist,01010,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,6,part_time_multi_school,,
TCH-01294,SCH-099,Amaka Adeyemi,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01295,SCH-099,Aisha Okoro,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-01296,SCH-099,Hauwa Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01297,SCH-099,Yusuf Eze,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01298,SCH-100,Aisha Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-01299,SCH-100,Ifeoma Chukwu,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-01300,SCH-100,Tunde Chukwu,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01301,SCH-100,Chiamaka Garba,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-01302,SCH-100,Ifeoma Nwosu,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-01303,SCH-100,Oluwaseun Adeyemi,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01304,SCH-100,Oluwaseun Adebayo,hustling_subject_specialist,11100,08:00-11:00,3,Physics,senior_only,high,10,part_time_multi_school,,
TCH-01305,SCH-100,Kunle Okafor,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01306,SCH-100,Chiamaka Nwosu,hustling_subject_specialist,11100,08:00-11:00,3,Physics|Economics,senior_only,high,4,part_time_multi_school,,
TCH-01307,SCH-100,Tunde Adeyemi,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01308,SCH-100,Obinna Garba,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01309,SCH-100,Tunde Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-01310,SCH-100,Chinedu Suleiman,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,6,full_time_underpaid,,
TCH-01311,SCH-100,Chinedu Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Physics,senior_only,absolute_priority,30,full_time_senior_staff,,2
TCH-01312,SCH-101,Blessing Eze,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01313,SCH-101,Obinna Eze,hustling_subject_specialist,01010,08:00-11:00,2,Further Mathematics,senior_only,high,12,part_time_multi_school,,
TCH-01314,SCH-101,Kunle Eze,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01315,SCH-101,Tunde Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Further Mathematics,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01316,SCH-101,Blessing Garba,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-01317,SCH-101,Chiamaka Nwosu,hustling_subject_specialist,11000,08:00-11:00,2,Economics,senior_only,high,11,part_time_multi_school,,
TCH-01318,SCH-101,Tunde Chukwu,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-01319,SCH-101,Amaka Garba,overworked_generalist,11111,scattered,4,PHE|CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-01320,SCH-101,Oluwaseun Abubakar,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-01321,SCH-101,Yusuf Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01322,SCH-101,Ifeoma Okoro,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,2,full_time_underpaid,,
TCH-01323,SCH-101,Hauwa Eze,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-01324,SCH-101,Adaeze Okafor,hustling_subject_specialist,01100,08:00-11:00,2,Physics,senior_only,high,11,part_time_multi_school,,
TCH-01325,SCH-101,Hauwa Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-01326,SCH-102,Musa Balogun,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01327,SCH-102,Chinedu Adeyemi,overworked_generalist,11111,scattered,3,CRS|Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-01328,SCH-102,Emeka Adebayo,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-01329,SCH-102,Chinedu Garba,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01330,SCH-102,Ngozi Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-01331,SCH-102,Blessing Okafor,hustling_subject_specialist,01100,08:00-11:00,2,Physics,senior_only,high,7,part_time_multi_school,,
TCH-01332,SCH-102,Ifeoma Chukwu,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01333,SCH-102,Chiamaka Chukwu,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-01334,SCH-102,Obinna Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-01335,SCH-102,Emeka Adebayo,overworked_generalist,11111,scattered,3,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-01336,SCH-103,Obinna Garba,nysc_corper,01111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-01337,SCH-103,Bashir Adeyemi,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-01338,SCH-103,Kunle Garba,hustling_subject_specialist,10010,08:00-11:00,3,Economics,senior_only,high,9,part_time_multi_school,,
TCH-01339,SCH-103,Yusuf Adeyemi,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-01340,SCH-103,Ngozi Mohammed,hustling_subject_specialist,11100,08:00-11:00,3,Further Mathematics,senior_only,high,7,part_time_multi_school,,
TCH-01341,SCH-103,Chiamaka Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Biology,senior_only,absolute_priority,15,full_time_senior_staff,,2
TCH-01342,SCH-103,Yusuf Suleiman,hustling_subject_specialist,11100,08:00-11:00,2,Economics|Physics,senior_only,high,4,part_time_multi_school,,
TCH-01343,SCH-103,Fatima Nwosu,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,3,full_time_underpaid,,
TCH-01344,SCH-103,Chiamaka Nwosu,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Biology,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-01345,SCH-103,Obinna Eze,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
